nohup: ignoring input
[2026-08-25 11:40:58] 🚀 Auto-switch daemon started. Monitoring XĂNG (3 Seeds: 42, 123, 777)...
[2026-08-25 11:40:58] Status: XĂNG 963/987 completed (97.57%) | 24 jobs remaining
[2026-08-27 20:20:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:21:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:21:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:22:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:22:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:23:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:23:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:24:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:24:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:25:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:25:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:26:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:26:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:27:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:27:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:28:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:28:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:29:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:29:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:30:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:30:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:31:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:31:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:32:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:32:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:33:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:33:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:34:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:34:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:35:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:35:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:36:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:36:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:37:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:37:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:38:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:38:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:39:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:39:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:40:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:40:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:41:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:41:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:42:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:42:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:43:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:43:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:44:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:44:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:45:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:45:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:46:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:46:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:47:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:47:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:48:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:48:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:49:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:49:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:50:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:50:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:51:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:51:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:52:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:52:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:53:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:53:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:54:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:54:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:55:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:55:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:56:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:56:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:57:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:57:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:58:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:58:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 20:59:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 20:59:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:00:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:00:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:01:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:01:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:02:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:02:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:03:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:03:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:04:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:04:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:05:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:05:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:06:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:06:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:07:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:07:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:08:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:08:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:09:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:09:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:10:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:10:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:11:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:11:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:12:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:12:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:13:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:13:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:14:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:14:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:15:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:15:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:16:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:16:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:17:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:17:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:18:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:18:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:19:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:19:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:20:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:20:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:21:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:21:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:22:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:22:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:23:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:23:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:24:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:24:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:25:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:25:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:26:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:26:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:27:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:27:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:28:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:28:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:29:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:29:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:30:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:30:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:31:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:31:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:32:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:32:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:33:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:33:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:34:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:34:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:35:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:35:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:36:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:36:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:37:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:37:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:38:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:38:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:39:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:39:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:40:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:40:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:41:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:41:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:42:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:42:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:43:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:43:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:44:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:44:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:45:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:45:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:46:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:46:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:47:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:47:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:48:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:48:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:49:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:49:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:50:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:50:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:51:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:51:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:52:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:52:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:53:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:53:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:54:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:54:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:55:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:55:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:56:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:56:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:57:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:57:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:58:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:58:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 21:59:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 21:59:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:00:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:00:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:01:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:01:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:02:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:02:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:03:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:03:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:04:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:04:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:05:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:05:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:06:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:06:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:07:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:07:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:08:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:08:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:09:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:09:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:10:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:10:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:11:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:11:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:12:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:12:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:13:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:13:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:14:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:14:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
